ID,Nombre,Código,Nemotécnico,Número,Propietario,Tiene SCADA,Tiene Equipos Com,Tiene Pararrayos
1766,S/E CENTRAL ANDES GENERACION,SE001,SE001G0146,1,ANDES GENERACIÓN SPA,Sí,No,Sí
1767,S/E PASTORA,SE007,SE007G0975,7,ARCADIA GENERACIÓN SOLAR S.A.,No,No,No
1768,S/E NUEVA PELLETS,SE010,SE010L0018,10,COMPAÑÍA MINERA DEL PACÍFICO S.A.,No,No,No
1769,S/E CENTRAL RENAICO (ESPINOS S.A.),SE005,SE005G0042,5,ESPINOS S.A.,No,No,No
1770,S/E CENTRAL ALTO RENAICO,SE003,SE003G0042,3,ESPINOS S.A.,No,No,No
1771,S/E NAHUELBUTA,SE066,SE066T0003,66,SISTEMA DE TRANSMISIÓN DEL SUR S.A.,No,No,No
1772,S/E DALCAHUE,SE040,SE040T0003,40,SISTEMA DE TRANSMISIÓN DEL SUR S.A.,No,No,No
1773,TAP OFF BUREO,SE008,SE008G0292,8,ENEL GREEN POWER CHILE S.A.,No,No,No
1774,S/E PARQUE EOLICO RENAICO,SE005,SE005G0292,5,ENEL GREEN POWER CHILE S.A.,No,No,No
1775,S/E CENTRAL PARQUE EOLICO LOS BUENOS AIRES,SE009,SE009G0292,9,ENEL GREEN POWER CHILE S.A.,No,No,No
1776,S/E CENTRAL LA SILLA,SE010,SE010G0292,10,ENEL GREEN POWER CHILE S.A.,No,No,No
1777,S/E CENTRAL FLORIDA 2 (SCM),SE003,SE003G0012,3,ASOC. DE CANAL. SOCIEDAD DEL CANAL DE MAIPO,Sí,Sí,Sí
1778,S/E CENTRAL FLORIDA 3 (SCM),SE004,SE004G0012,4,ASOC. DE CANAL. SOCIEDAD DEL CANAL DE MAIPO,Sí,Sí,Sí
1779,S/E CENTRAL QUILAPILUN,SE001,SE001G0188,1,CHUNGUNGO S.A.,No,No,No
1780,S/E CENTRAL EL RINCON,SE006,SE006G0012,6,ASOC. DE CANAL. SOCIEDAD DEL CANAL DE MAIPO,Sí,Sí,Sí
1781,S/E CENTRAL PARQUE SOLAR LOS LOROS,SE001,SE001G0194,1,SOLAR LOS LOROS SPA,No,No,No
1782,S/E PULELFU,SE002,SE002G0005,2,EMPRESA ELÉCTRICA CAPULLO S.A.,No,No,No
1783,S/E CONEJO,SE006,SE006G0195,6,CONEJO SOLAR SPA,No,No,No
1784,S/E SECCIONADORA FRANCISCO,SE007,SE007G0195,7,CONEJO SOLAR SPA,No,No,No
1786,TAP OFF LALACKAMA,SE016,SE016G0292,16,ENEL GREEN POWER CHILE S.A.,No,No,No
1788,S/E CENTRAL PARQUE EOLICO LA ESPERANZA,SE001,SE001G0200,1,EÓLICA LA ESPERANZA S.A.,No,No,No
1789,S/E CENTRAL CARDONES SOLAR I,SE002,SE002G0047,2,CENTRAL CARDONES S.A.,No,No,No
1790,S/E CERRO NAVIA (STM),SE050,SE050T0835,50,SOCIEDAD TRANSMISORA METROPOLITANA S.A.,No,No,No
1791,S/E CENTRAL SANTIAGO SOLAR,SE001,SE001G0203,1,SANTIAGO SOLAR S.A.,No,No,No
1792,S/E CENTRAL PARQUE EOLICO SAN JUAN,SE001,SE001G0204,1,SAN JUAN S.A.,No,No,No
1793,S/E NUEVA CARDONES,SE001,SE001T0022,1,INTERCHILE S.A.,No,No,No
1794,S/E NUEVA MAITENCILLO,SE002,SE002T0022,2,INTERCHILE S.A.,No,No,No
1795,S/E NUEVA PAN DE AZUCAR,SE003,SE003T0022,3,INTERCHILE S.A.,No,No,No
1797,S/E 10,SE001,SE001L0135,1,CODELCO CHILE - DIVISIÓN CHUQUICAMATA,No,No,No
1798,S/E 10A,SE002,SE002L0135,2,CODELCO CHILE - DIVISIÓN CHUQUICAMATA,No,No,No
1799,S/E 360,SE003,SE003L0120,3,MINERA ESCONDIDA LTDA.,No,No,No
1800,S/E 401,SE004,SE004L0120,4,MINERA ESCONDIDA LTDA.,No,No,No
1801,S/E 403,SE005,SE005L0120,5,MINERA ESCONDIDA LTDA.,No,No,No
1802,S/E 404,SE006,SE006L0120,6,MINERA ESCONDIDA LTDA.,No,No,No
1803,S/E 405,SE007,SE007L0120,7,MINERA ESCONDIDA LTDA.,No,No,No
1804,S/E 415,SE008,SE008L0120,8,MINERA ESCONDIDA LTDA.,No,No,No
1805,S/E 416,SE009,SE009L0120,9,MINERA ESCONDIDA LTDA.,No,No,No
1806,S/E 418,SE010,SE010L0120,10,MINERA ESCONDIDA LTDA.,No,No,No
1807,S/E 640,SE011,SE011L0120,11,MINERA ESCONDIDA LTDA.,No,No,No
1808,S/E 940,SE012,SE012L0120,12,MINERA ESCONDIDA LTDA.,No,No,No
1809,S/E A,SE013,SE013L0135,13,CODELCO CHILE - DIVISIÓN CHUQUICAMATA,No,No,No
1810,S/E ACL,SE014,SE014L0108,14,"ECOMETALES LIMITED, AGENCIA EN CHILE",No,No,No
1811,S/E AGUAS BLANCAS,SE015,SE015L0115,15,ATACAMA MINERALS CHILE S.C.M.,No,No,No
1812,S/E ALTO HOSPICIO,SE280,SE280T0058,280,CGE TRANSMISIÓN S.A.,No,No,No
1813,S/E ALTO NORTE,SE017,SE017L0134,17,COMPLEJO METALÚRGICO ALTONORTE S.A.,No,No,No
1814,S/E ANDES (AES ANDES),SE054,SE054G0010,54,AES ANDES S.A.,Sí,Sí,Sí
1815,S/E ANDES SOLAR,SE055,SE055G1076,55,ANDES SOLAR SPA,Sí,Sí,Sí
1816,S/E ANGAMOS,SE020,SE020G0213,20,EMPRESA ELÉCTRICA ANGAMOS SPA,No,No,No
1817,S/E ANTOFAGASTA,SE021,SE021G0216,21,ENGIE ENERGÍA CHILE S.A.,No,No,No
1818,S/E ANTUCOYA,SE022,SE022L0114,22,MINERA ANTUCOYA,No,No,No
1819,S/E ARICA,SE023,SE023G0216,23,ENGIE ENERGÍA CHILE S.A.,No,No,No
1820,S/E ATACAMA,SE106,SE106T0002,106,TRANSELEC S.A.,No,No,No
1821,S/E BOOSTER,SE025,SE025L0120,25,MINERA ESCONDIDA LTDA.,No,No,No
1822,S/E CT SALAR,SE026,SE026L0135,26,CODELCO CHILE - DIVISIÓN CHUQUICAMATA,No,No,No
1823,S/E CALAMA,SE285,SE285T0058,285,CGE TRANSMISIÓN S.A.,No,No,No
1824,S/E CAPRICORNIO,SE028,SE028G0216,28,ENGIE ENERGÍA CHILE S.A.,No,No,No
1825,S/E CENTRAL ATACAMA,SE009,SE009G0021,9,ENEL GENERACIÓN CHILE S.A.,No,No,No
1826,S/E CENTRAL CHAPIQUIÑA,SE030,SE030G0216,30,ENGIE ENERGÍA CHILE S.A.,No,No,No
1827,S/E CENTRAL DIESEL ARICA,SE031,SE031G0216,31,ENGIE ENERGÍA CHILE S.A.,No,No,No
1828,S/E CENTRAL DIESEL ENAEX,SE032,SE032L0109,32,ENAEX S.A.,No,No,No
1831,S/E CENTRAL DIESEL TAMAYA,SE035,SE035G0216,35,ENGIE ENERGÍA CHILE S.A.,No,No,No
1833,S/E CENTRAL MEJILLONES,SE180,SE180G0216,180,ENGIE ENERGÍA CHILE S.A.,No,No,No
1835,S/E CENTRAL SOLAR LA HUAYCA 2,SE039,SE039G1038,39,ENLIGHT INVESTMENTS SPA,No,No,No
1836,S/E CENTRAL SOLAR PAS2,SE040,SE040G0223,40,POZO ALMONTE SOLAR 2 S.A.,No,No,No
1837,S/E CENTRAL SOLAR PAS3,SE041,SE041G0224,41,POZO ALMONTE SOLAR 3 S.A.,No,No,No
1838,S/E CENTRAL TARAPACA,SE012,SE012G0021,12,ENEL GENERACIÓN CHILE S.A.,No,No,No
1839,S/E CENTRAL TOCOPILLA,SE043,SE043G0216,43,ENGIE ENERGÍA CHILE S.A.,No,No,No
1840,S/E CENTRO,SE286,SE286T0058,286,CGE TRANSMISIÓN S.A.,No,No,No
1841,S/E CERRO COLORADO,SE045,SE045L0116,45,COMPAÑÍA MINERA CERRO COLORADO LTDA,No,No,No
1842,S/E CERRO DRAGON,SE281,SE281T0058,281,CGE TRANSMISIÓN S.A.,No,No,No
1843,S/E CENTRAL PAMPA CAMARONES,SE047,SE047G0216,47,ENGIE ENERGÍA CHILE S.A.,No,No,No
1844,S/E CHACAYA,SE048,SE048G0216,48,ENGIE ENERGÍA CHILE S.A.,Sí,Sí,Sí
1845,S/E CHAMY,SE049,SE049L0140,49,CODELCO CHILE - DIVISIÓN RADOMIRO TOMIC,No,No,No
1846,S/E CHIMBORAZO,SE050,SE050L0120,50,MINERA ESCONDIDA LTDA.,No,No,No
1847,S/E CHINCHORRO,SE275,SE275T0058,275,CGE TRANSMISIÓN S.A.,No,No,No
1848,S/E CHUQUICAMATA,SE052,SE052L0135,52,CODELCO CHILE - DIVISIÓN CHUQUICAMATA,No,No,No
1849,S/E COCHRANE,SE003,SE003G0010,3,AES ANDES S.A.,Sí,Sí,Sí
1850,S/E COLLAHUASI,SE054,SE054L0117,54,COMPAÑÍA DOÑA INÉS DE COLLAHUASI SCM,No,No,No
1851,S/E COLLAHUASI SALA ELECTRICA 3501,SE055,SE055L0117,55,COMPAÑÍA DOÑA INÉS DE COLLAHUASI SCM,No,No,No
1852,S/E COLLAHUASI SALA ELECTRICA 3502,SE056,SE056L0117,56,COMPAÑÍA DOÑA INÉS DE COLLAHUASI SCM,No,No,No
1853,S/E COLLAHUASI UNITARIA N°1,SE057,SE057L0117,57,COMPAÑÍA DOÑA INÉS DE COLLAHUASI SCM,No,No,No
1854,S/E COLLAHUASI UNITARIA N°2,SE058,SE058L0117,58,COMPAÑÍA DOÑA INÉS DE COLLAHUASI SCM,No,No,No
1855,S/E COLLAHUASI UNITARIA N°3,SE059,SE059L0117,59,COMPAÑÍA DOÑA INÉS DE COLLAHUASI SCM,No,No,No
1856,S/E COLLAHUASI UNITARIA N°4,SE060,SE060L0117,60,COMPAÑÍA DOÑA INÉS DE COLLAHUASI SCM,No,No,No
1857,S/E COLOSO,SE061,SE061L0120,61,MINERA ESCONDIDA LTDA.,No,No,No
1858,S/E CRUCERO,SE062,SE062G0216,62,ENGIE ENERGÍA CHILE S.A.,No,No,No
1859,S/E CONDORES,SE063,SE063T0025,63,EMPRESA DE TRANSMISIÓN ELÉCTRICA TRANSEMEL S.A.,No,No,No
1860,S/E DESALANT,SE064,SE064G0216,64,ENGIE ENERGÍA CHILE S.A.,No,No,No
1861,S/E DOMEYKO,SE065,SE065L0120,65,MINERA ESCONDIDA LTDA.,No,No,No
1862,S/E EL ABRA,SE066,SE066L0118,66,SOCIEDAD CONTRACTUAL MINERA EL ABRA,Sí,Sí,Sí
1863,S/E EL COBRE (ENGIE),SE067,SE067G0216,67,ENGIE ENERGÍA CHILE S.A.,No,No,No
1864,S/E EL LINCE,SE068,SE068L0660,68,MINERA HMC S.A.,No,No,No
1865,S/E EL LOA,SE069,SE069L0132,69,SOCIEDAD QUÍMICA Y MINERA DE CHILE S.A.,No,No,No
1866,S/E EL PEÑON (MINERA MERIDIAN),SE070,SE070L0124,70,MINERA MERIDIAN LTDA.,No,No,No
1867,S/E EL TESORO,SE071,SE071L0141,71,MINERA CENTINELA,No,No,No
1868,S/E ENCUENTRO,SE072,SE072T0002,72,TRANSELEC S.A.,No,No,No
1869,S/E ESCONDIDA,SE073,SE073L0120,73,MINERA ESCONDIDA LTDA.,No,No,No
1870,S/E ESCONDIDA NORTE,SE074,SE074L0120,74,MINERA ESCONDIDA LTDA.,No,No,No
1871,S/E ESMERALDA,SE075,SE075T0025,75,EMPRESA DE TRANSMISIÓN ELÉCTRICA TRANSEMEL S.A.,No,No,No
1872,S/E ESPERANZA (MINERA CENTINELA),SE076,SE076L0141,76,MINERA CENTINELA,No,No,No
1873,S/E ESTACION DE BOMBEO SIERRA GORDA N°1,SE077,SE077T0026,77,TRANSMISORA BAQUEDANO S.A.,No,No,No
1874,S/E ESTACION DE BOMBEO SIERRA GORDA N°2,SE078,SE078T0026,78,TRANSMISORA BAQUEDANO S.A.,No,No,No
1875,S/E FARELLON,SE079,SE079L0120,79,MINERA ESCONDIDA LTDA.,No,No,No
1876,S/E FORTUNA,SE080,SE080L0122,80,COMPAÑÍA MINERA LOMAS BAYAS,No,No,No
1877,S/E GNL MEJILLONES,SE081,SE081L0110,81,SOCIEDAD GNL MEJILLONES S.A.,No,No,No
1878,S/E GABY,SE082,SE082L0138,82,CODELCO CHILE - DIVISIÓN GABRIELA MISTRAL,No,No,No
1879,S/E GUAYAQUES,SE083,SE083L0141,83,MINERA CENTINELA,No,No,No
1880,S/E HAMBURGO,SE084,SE084L0120,84,MINERA ESCONDIDA LTDA.,No,No,No
1881,S/E INACESA,SE085,SE085D0001,85,CBB CALES S.A.,No,No,No
1882,S/E IQUIQUE,SE086,SE086G0216,86,ENGIE ENERGÍA CHILE S.A.,No,No,No
1884,S/E K1,SE088,SE088L0135,88,CODELCO CHILE - DIVISIÓN CHUQUICAMATA,No,No,No
1885,S/E KM6,SE089,SE089L0135,89,CODELCO CHILE - DIVISIÓN CHUQUICAMATA,No,No,No
1886,S/E KAPATUR,SE090,SE090T0133,90,SISTEMA DE TRANSMISIÓN DEL NORTE S.A.,No,No,No
1887,S/E KELAR,SE091,SE091G0226,91,TAMAKAYA ENERGÍA SPA,No,No,No
1888,S/E LA CASCADA HMC (SAGASCA),SE092,SE092L0112,92,HALDEMAN MINING COMPANY S.A.,No,No,No
1889,S/E LA HUAYCA II,SE093,SE093G1038,93,ENLIGHT INVESTMENTS SPA,No,No,No
1890,S/E LA PORTADA,SE287,SE287T0058,287,CGE TRANSMISIÓN S.A.,No,No,No
1891,S/E LABERINTO,SE057,SE057T0859,57,COMPAÑÍA TRANSMISORA NORTE S.A.,Sí,Sí,Sí
1892,S/E LAGUNA SECA,SE096,SE096L0120,96,MINERA ESCONDIDA LTDA.,No,No,No
1893,S/E LAGUNAS,SE097,SE097T0002,97,TRANSELEC S.A.,No,No,No
1894,S/E LIXIVIACION,SE098,SE098L0120,98,MINERA ESCONDIDA LTDA.,No,No,No
1895,S/E LLAMARA,SE099,SE099L0132,99,SOCIEDAD QUÍMICA Y MINERA DE CHILE S.A.,No,No,No
1896,S/E LLUTA,SE100,SE100G0216,100,ENGIE ENERGÍA CHILE S.A.,No,No,No
1897,S/E LOMAS BAYAS,SE015,SE015L0122,15,COMPAÑÍA MINERA LOMAS BAYAS,No,No,No
1898,S/E MMH,SE102,SE102L0150,102,CODELCO CHILE - DIVISIÓN MINISTRO HALES,No,No,No
1899,S/E MANTOS BLANCOS,SE103,SE103L0123,103,MANTOS COPPER S.A.,No,No,No
1900,S/E MANTOS DE LA LUNA,SE104,SE104L0111,104,GRACE S.A.,No,No,No
1901,S/E MARIA ELENA,SE105,SE105T0031,105,SOCIEDAD AUSTRAL DE TRANSMISIÓN TRONCAL S.A.,No,No,No
1902,S/E MEJILLONES,SE106,SE106G0216,106,ENGIE ENERGÍA CHILE S.A.,No,No,No
1903,S/E MINSAL,SE007,SE007G0010,7,AES ANDES S.A.,Sí,No,Sí
1904,S/E MOLYCOP,SE108,SE108L0031,108,MOLY-COP CHILE S.A.,No,No,No
1905,S/E MONTURAQUI,SE109,SE109L0120,109,MINERA ESCONDIDA LTDA.,No,No,No
1906,S/E MUELLE,SE110,SE110L0141,110,MINERA CENTINELA,No,No,No
1907,S/E NEURARA,SE111,SE111L0120,111,MINERA ESCONDIDA LTDA.,No,No,No
1908,S/E NORGENER,SE058,SE058G0010,58,AES ANDES S.A.,Sí,No,Sí
1909,S/E NUEVA ZALDIVAR,SE059,SE059T0859,59,COMPAÑÍA TRANSMISORA NORTE S.A.,Sí,No,Sí
1910,S/E O'HIGGINS,SE114,SE114T0315,114,KELTI S.A.,No,No,No
1911,S/E OGP1,SE115,SE115L0120,115,MINERA ESCONDIDA LTDA.,No,No,No
1912,S/E OLAP,SE116,SE116L0120,116,MINERA ESCONDIDA LTDA.,No,No,No
1913,S/E PAS3,SE117,SE117G0224,117,POZO ALMONTE SOLAR 3 S.A.,No,No,No
1914,S/E PEQ,SE118,SE118G0221,118,PARQUE FOTOVOLTAICO NUEVO QUILLAGUA SPA,No,No,No
1915,S/E PACIFICO,SE282,SE282T0058,282,CGE TRANSMISIÓN S.A.,No,No,No
1916,S/E PALAFITOS,SE283,SE283T0058,283,CGE TRANSMISIÓN S.A.,No,No,No
1917,S/E PARINACOTA,SE121,SE121T0025,121,EMPRESA DE TRANSMISIÓN ELÉCTRICA TRANSEMEL S.A.,No,No,No
1918,S/E PLANTA OXIDOS,SE122,SE122L0120,122,MINERA ESCONDIDA LTDA.,No,No,No
1919,S/E POZO ALMONTE,SE123,SE123G0216,123,ENGIE ENERGÍA CHILE S.A.,No,No,No
1920,S/E PUKARA,SE276,SE276T0058,276,CGE TRANSMISIÓN S.A.,No,No,No
1921,S/E PUNTA NEGRA,SE125,SE125L0120,125,MINERA ESCONDIDA LTDA.,No,No,No
1922,S/E PURI,SE126,SE126L0120,126,MINERA ESCONDIDA LTDA.,No,No,No
1923,S/E QUEBRADA BLANCA,SE127,SE127L0126,127,COMPAÑÍA MINERA TECK QUEBRADA BLANCA S.A.,No,No,No
1924,S/E QUIANI,SE277,SE277T0058,277,CGE TRANSMISIÓN S.A.,No,No,No
1925,S/E RADOMIRO TOMIC,SE129,SE129L0140,129,CODELCO CHILE - DIVISIÓN RADOMIRO TOMIC,No,No,No
1926,S/E RANDE,SE130,SE130G0292,130,ENEL GREEN POWER CHILE S.A.,No,No,No
1927,S/E SE021-A,SE131,SE131L0132,131,SOCIEDAD QUÍMICA Y MINERA DE CHILE S.A.,No,No,No
1928,S/E SVC DOMEYKO,SE132,SE132L0120,132,MINERA ESCONDIDA LTDA.,No,No,No
1929,S/E SALAR,SE133,SE133L0135,133,CODELCO CHILE - DIVISIÓN CHUQUICAMATA,No,No,No
1930,S/E SIERRA GORDA,SE134,SE134L0131,134,SIERRA GORDA SCM,No,No,No
1933,S/E SOLAR JAMA,SE137,SE137G0222,137,PLANTA SOLAR SAN PEDRO III SPA,No,No,No
1934,S/E SOPLADORES,SE138,SE138L0135,138,CODELCO CHILE - DIVISIÓN CHUQUICAMATA,No,No,No
1935,S/E SPENCE,SE139,SE139L0127,139,MINERA SPENCE S.A.,No,No,No
1936,S/E SULFUROS,SE140,SE140L0120,140,MINERA ESCONDIDA LTDA.,No,No,No
1937,S/E SUR,SE288,SE288T0058,288,CGE TRANSMISIÓN S.A.,No,No,No
1938,S/E SUR VIEJO,SE142,SE142L0132,142,SOCIEDAD QUÍMICA Y MINERA DE CHILE S.A.,No,No,No
1939,S/E TAMARUGAL,SE143,SE143G0216,143,ENGIE ENERGÍA CHILE S.A.,No,No,No
1940,S/E TAP OFF 003,SE144,SE144L0120,144,MINERA ESCONDIDA LTDA.,No,No,No
1941,S/E TAP OFF 534,SE145,SE145L0120,145,MINERA ESCONDIDA LTDA.,No,No,No
1942,S/E TAP OFF 535,SE146,SE146L0120,146,MINERA ESCONDIDA LTDA.,No,No,No
1943,S/E TAP OFF 536,SE147,SE147L0120,147,MINERA ESCONDIDA LTDA.,No,No,No
1944,S/E TAP OFF 537,SE148,SE148L0120,148,MINERA ESCONDIDA LTDA.,No,No,No
1945,S/E TAP OFF 538,SE149,SE149L0120,149,MINERA ESCONDIDA LTDA.,No,No,No
1946,S/E TAP OFF BARRILES,SE150,SE150L0111,150,GRACE S.A.,No,No,No
1947,S/E TAP OFF CERRO BALCON,SE151,SE151G0216,151,ENGIE ENERGÍA CHILE S.A.,No,No,No
1948,S/E TAP OFF CHIZA,SE152,SE152G0216,152,ENGIE ENERGÍA CHILE S.A.,No,No,No
1949,S/E TAP OFF CUYA,SE153,SE153G0216,153,ENGIE ENERGÍA CHILE S.A.,No,No,No
1950,TAP OFF DESALANT,SE154,SE154L0105,154,AGUAS ANTOFAGASTA S.A.,No,No,No
1951,S/E TAP OFF DOLORES,SE155,SE155G0216,155,ENGIE ENERGÍA CHILE S.A.,No,No,No
1952,S/E TAP OFF E.B. ALGORTA N°1,SE156,SE156L0106,156,ALGORTA NORTE S.A.,No,No,No
1953,S/E TAP OFF E.B. ALGORTA N°2,SE157,SE157L0106,157,ALGORTA NORTE S.A.,No,No,No
1954,S/E TAP OFF E.C. ALGORTA,SE158,SE158L0106,158,ALGORTA NORTE S.A.,No,No,No
1955,S/E TAP OFF EL LOA,SE159,SE159G0216,159,ENGIE ENERGÍA CHILE S.A.,No,No,No
1956,S/E TAP OFF EL NEGRO,SE160,SE160G0216,160,ENGIE ENERGÍA CHILE S.A.,No,No,No
1957,S/E TAP OFF EL AGUILA,SE161,SE161G0216,161,ENGIE ENERGÍA CHILE S.A.,No,No,No
1958,S/E TAP OFF ENLACE,SE162,SE162L0114,162,MINERA ANTUCOYA,No,No,No
1959,S/E TAP OFF ENLACE ANTUCOYA,SE163,SE163L0114,163,MINERA ANTUCOYA,No,No,No
1960,S/E TAP OFF ESTACION DE BOMBEO 1 HMC,SE164,SE164L0112,164,HALDEMAN MINING COMPANY S.A.,No,No,No
1961,S/E TAP OFF ESTACION DE BOMBEO 2 HMC,SE165,SE165L0112,165,HALDEMAN MINING COMPANY S.A.,No,No,No
1962,S/E TAP OFF ESTACION DE BOMBEO N°2,SE166,SE166L0120,166,MINERA ESCONDIDA LTDA.,No,No,No
1963,S/E TAP OFF ESTACION DE BOMBEO N°3,SE167,SE167L0120,167,MINERA ESCONDIDA LTDA.,No,No,No
1964,S/E TAP OFF ESTACION DE BOMBEO N°4,SE168,SE168L0120,168,MINERA ESCONDIDA LTDA.,No,No,No
1965,S/E TAP OFF LA CRUZ,SE010,SE010G0010,10,AES ANDES S.A.,Sí,No,Sí
1966,S/E TAP OFF LA NEGRA,SE289,SE289T0058,289,CGE TRANSMISIÓN S.A.,No,No,No
1967,S/E TAP OFF LICANCABUR,SE171,SE171L0141,171,MINERA CENTINELA,No,No,No
1968,S/E TAP OFF LLANOS,SE172,SE172L0115,172,ATACAMA MINERALS CHILE S.C.M.,No,No,No
1969,S/E TAP OFF MAL PASO,SE173,SE173G0216,173,ENGIE ENERGÍA CHILE S.A.,No,No,No
1970,TAP OFF MOVIL,SE174,SE174L0132,174,SOCIEDAD QUÍMICA Y MINERA DE CHILE S.A.,No,No,No
1971,S/E TAP OFF NUEVA VICTORIA,SE175,SE175L0132,175,SOCIEDAD QUÍMICA Y MINERA DE CHILE S.A.,No,No,No
1972,S/E TAP OFF OESTE,SE063,SE063G0010,63,AES ANDES S.A.,Sí,No,Sí
1973,S/E TAP OFF PALESTINA,SE177,SE177L0124,177,MINERA MERIDIAN LTDA.,No,No,No
1976,S/E TAP OFF QUIANI,SE278,SE278T0058,278,CGE TRANSMISIÓN S.A.,No,No,No
1978,S/E TAP OFF SAIRECABUR,SE182,SE182L0141,182,MINERA CENTINELA,No,No,No
1980,S/E TAP OFF TAMARUGAL,SE184,SE184G1038,184,ENLIGHT INVESTMENTS SPA,No,No,No
1981,S/E TAP OFF URIBE,SE185,SE185T0025,185,EMPRESA DE TRANSMISIÓN ELÉCTRICA TRANSEMEL S.A.,No,No,No
1982,S/E TAP OFF VITOR,SE186,SE186G0216,186,ENGIE ENERGÍA CHILE S.A.,No,No,No
1983,S/E TAP OFF VITOR N°2 MOVIL,SE187,SE187G0216,187,ENGIE ENERGÍA CHILE S.A.,No,No,No
1984,S/E TARAPACA,SE188,SE188T0002,188,TRANSELEC S.A.,No,No,No
1985,S/E TOCOPILLA,SE290,SE290T0058,290,CGE TRANSMISIÓN S.A.,No,No,No
1986,S/E UJINA,SE190,SE190L0117,190,COMPAÑÍA DOÑA INÉS DE COLLAHUASI SCM,No,No,No
1987,S/E URIBE,SE291,SE291T0058,291,CGE TRANSMISIÓN S.A.,No,No,No
1988,S/E VALLE DE LOS VIENTOS,SE192,SE192G0292,192,ENEL GREEN POWER CHILE S.A.,No,No,No
1989,S/E ZALDIVAR,SE193,SE193L0128,193,COMPAÑÍA MINERA ZALDÍVAR SPA,No,No,No
1993,S/E CENTRAL CHILOE,SE001,SE001G0035,1,ELEKTRA GENERACIÓN S.A.,No,No,No
1994,S/E CENTRAL EL ROMERO,SE001,SE001G0265,1,ACCIONA ENERGÍA CHILE HOLDINGS S.A.,No,No,No
1996,S/E ARMERILLO,SE032,SE032T0061,32,ALFA TRANSMISORA DE ENERGÍA S.A.,No,No,No
1997,TAP OFF RIO COLORADO,SE001,SE001G0291,1,HIDROELÉCTRICA RÍO COLORADO S.A.,No,No,Sí
1998,S/E CENTRAL RIO COLORADO,SE002,SE002G0291,2,HIDROELÉCTRICA RÍO COLORADO S.A.,No,No,No
1999,S/E CENTRAL LA MINA,SE033,SE033G0004,33,COLBÚN S.A.,No,No,No
2002,S/E DOÑA CARMEN,SE002,SE002G0271,2,ENERGÍA CERRO EL MORADO S.A.,No,No,Sí
2003,S/E DON HECTOR,SE010,SE010T0002,10,TRANSELEC S.A.,No,No,Sí
2004,S/E EL PELICANO,SE002,SE002G0246,2,EL PELÍCANO SOLAR COMPANY SPA,No,No,No
2006,S/E CENTRAL CONSTITUCION,SE002,SE002G0035,2,ELEKTRA GENERACIÓN S.A.,No,No,No
2009,S/E CENTRAL VOLCAN,SE018,SE018G0010,18,AES ANDES S.A.,No,No,No
2010,S/E TEN GIS,SE001,SE001T0030,1,TRANSMISORA ELÉCTRICA DEL NORTE S.A.,No,No,No
2011,S/E LOS CHANGOS,SE002,SE002T0030,2,TRANSMISORA ELÉCTRICA DEL NORTE S.A.,No,No,No
2012,S/E CENTRAL RENCA,SE001,SE001G0434,1,GENERADORA METROPOLITANA SPA,No,No,No
2013,S/E CENTRAL NUEVA RENCA,SE002,SE002G0434,2,GENERADORA METROPOLITANA SPA,No,No,No
2014,S/E NEPTUNO,SE103,SE103T0002,103,TRANSELEC S.A.,No,No,No
2017,S/E RECTIFICADORA ESCUADRON,SE001,SE001L0011,1,EMPRESA DE LOS FERROCARRILES DEL ESTADO,No,No,No
2018,S/E SANTA BARBARA,SE067,SE067T0003,67,SISTEMA DE TRANSMISIÓN DEL SUR S.A.,No,No,No
2019,S/E ARMAZONES,SE042,SE042T0003,42,SISTEMA DE TRANSMISIÓN DEL SUR S.A.,No,No,No
2020,S/E CENTRAL DOS VALLES,SE002,SE002G0253,2,HIDROELECTRICA DOS VALLES SPA,No,No,No
2021,S/E LOS PEUMOS,SE110,SE110T0058,110,CGE TRANSMISIÓN S.A.,Sí,Sí,Sí
2022,S/E BOLERO,SE001,SE001G0233,1,BOLERO SPA,No,No,No
2023,S/E CERRO PABELLON,SE001,SE001G0232,1,GEOTÉRMICA DEL NORTE S.A.,No,No,No
2024,S/E EL ARRIERO,SE001,SE001G0292,1,ENEL GREEN POWER CHILE S.A.,No,No,No
2026,S/E CUMBRE,SE003,SE003T0030,3,TRANSMISORA ELÉCTRICA DEL NORTE S.A.,No,No,No
2027,S/E PORTAL GCM,SE001,SE001L0142,1,GUANACO COMPAÑÍA MINERA SPA,No,No,No
2028,S/E GUANACO,SE002,SE002L0142,2,GUANACO COMPAÑÍA MINERA SPA,No,No,No
2029,S/E PASO HONDO,SE003,SE003T0059,3,LUZPARRAL TRANSMISIÓN S.A.,No,No,No
2030,S/E TAP OFF PASO HONDO,SE004,SE004T0059,4,LUZPARRAL TRANSMISIÓN S.A.,No,No,No
2031,S/E CENTRAL JUNCALITO,SE034,SE034G0004,34,COLBÚN S.A.,No,No,No
2033,S/E SECCIONADORA SAN ANDRES,SE001,SE001T0031,1,SOCIEDAD AUSTRAL DE TRANSMISIÓN TRONCAL S.A.,No,No,No
2034,TAP OFF CENTRAL CAVANCHA,SE001,SE001G0231,1,ENERNUEVAS S.A.,No,No,No
2036,S/E CONCHI,SE002,SE002G0232,2,GEOTÉRMICA DEL NORTE S.A.,No,No,No
