ID,Nombre,Tipo,Propietario,Región,Comuna,Nemotécnico,Coordinado
651,PMGD PFV LAS LECHUZAS,Solares,PFV LAS LECHUZAS SPA,Ñuble,San Carlos,CE01G0546,PFV LAS LECHUZAS SPA
652,PMGD TER CALFUCO,Termoeléctricas,GENERADORA AZUL SPA,Los Lagos,Puerto Montt,CE01G0547,GENERADORA AZUL SPA
653,PMGD PFV PLACILLA SOLAR,Solares,GR LILEN SPA,OHiggins,Placilla,CE01G0548,CARBON FREE CHILE SPA
1651,PFV SANTA ISABEL,Solares,TSGF SPA,Antofagasta,Antofagasta,CE01G0549,TSGF SPA
1652,PMGD TER DOÑA JAVIERA,Termoeléctricas,DOÑA JAVIERA VALLEDOR SPA,Valparaíso,San Felipe,CE01G0550,DOÑA JAVIERA VALLEDOR SPA
1653,PMGD PFV VILLA SECA,Solares,PARQUE SOLAR VILLA SECA SPA,Maule,Retiro,CE01G0551,CARBON FREE CHILE SPA
1654,PMGD PFV LUCE SOLAR,Solares,LUCE SOLAR SPA,Metropolitana,San Pedro,CE01G0552,LUCE SOLAR SPA
1655,PMGD PFV LA LIGUA,Solares,ILLALOLEN S.A.,Valparaíso,La Ligua,CE01G0553,ILLALOLEN S.A.
1656,PFV USYA,Solares,ACCIONA ENERGÍA CHILE HOLDINGS S.A.,Antofagasta,Calama,CE04G0265,ACCIONA ENERGÍA CHILE HOLDINGS S.A.
1657,TER SAN JAVIER I,Termoeléctricas,PRIME ENERGÍA QUICKSTART SPA,Maule,San Javier,CE05G0417,PRIME ENERGÍA QUICKSTART SPA
1658,PE CABO LEONES II,Eólicas,IBEREÓLICA CABO LEONES II S.A.,Atacama,Freirina,CE01G0555,IBEREÓLICA CABO LEONES II S.A.
1659,PMGD PFV SAN ISIDRO,Solares,FOTOVOLTAICA SAN ISIDRO SPA,OHiggins,Requínoa,CE01G0556,PINGÜINO EMPERADOR SPA
1660,PMGD PFV LAS MERCEDES,Solares,SONNEDIX FOTOVOLTAICA ALGARROBO SPA,OHiggins,Requínoa,CE01G0557,SONNEDIX CHILE INVERSIONES 3 SPA
1662,PMGD PFV BELLAVISTA 1,Solares,TAMARUGAL SOLAR 1 S.A.,Tarapacá,Pozo Almonte,CE01G0558,TAMARUGAL SOLAR 1 S.A.
1663,PMGD TER CIRUELILLO,Termoeléctricas,IMELSA ENERGÍA SPA,Los Lagos,Ancud,CE01G0341,IMELSA ENERGÍA SPA
1664,PMGD TER COPIULEMU,Termoeléctricas,DUERO ENERGÍA COPIULEMU SPA,Biobío,Florida,CE01G0559,DUERO ENERGÍA COPIULEMU SPA
1665,PFV NUEVO QUILLAGUA,Solares,PARQUE FOTOVOLTAICO NUEVO QUILLAGUA SPA,Antofagasta,María Elena,CE01G0221,PARQUE FOTOVOLTAICO NUEVO QUILLAGUA SPA
1667,PE NEGRETE,Eólicas,WPD NEGRETE SPA,Biobío,Negrete,CE01G0561,WPD NEGRETE SPA
1668,PMGD PFV CITRINO,Solares,SOLAR TI ONCE SPA,Metropolitana,Padre Hurtado,CE01G0563,SOLAR TI ONCE SPA
1669,PMGD PFV ECLIPSE SOLAR,Solares,ECLIPSE SOLAR SPA,Metropolitana,San Pedro,CE01G0564,ECLIPSE SOLAR SPA
1670,PMGD PFV PILPILEN,Solares,PILPILÉN SPA,OHiggins,Litueche,CE01G0565,PILPILÉN SPA
1671,PFV ATACAMA SOLAR II,Solares,ATACAMA SOLAR SPA,Tarapacá,Pica,CE01G0566,ATACAMA SOLAR SPA
1672,PFV SAN PEDRO,Solares,GPG SOLAR CHILE 2017 SPA,Antofagasta,Calama,CE02G0568,IBEREÓLICA CABO LEONES II S.A.
1673,PMGD TER ALERCE,Termoeléctricas,GENERADORA LA CALERA SPA,Los Lagos,Puerto Montt,CE03G0413,GENERADORA LA CALERA SPA
1674,PMGD TER CALAFATE,Termoeléctricas,GENERADORA CALAFATE SPA,Los Lagos,Puerto Montt,CE01G0569,GENERADORA CALAFATE SPA
1675,PMGD PFV LORETO SOLAR,Solares,FOTOVOLTAICA ACACIA SPA,OHiggins,Coltauco,CE01G0570,FOTOVOLTAICA ACACIA SPA
1676,PMGD PFV EL ESTERO,Solares,FOTOVOLTAICA EL MANZANO SPA,OHiggins,Las Cabras,CE01G0571,FOTOVOLTAICA EL MANZANO SPA
1677,HP DIGUA,Hidroeléctricas,ELÉCTRICA DIGUA SPA,Maule,Parral,CE01G0572,EMPRESA ELÉCTRICAS AGUAS DEL MELADO SPA
1679,PMGD HP LA COMPAÑIA II,Hidroeléctricas,EMPRESA ELÉCTRICA LA COMPAÑÍA SPA,OHiggins,Codegua,CE01G0573,EMPRESA ELÉCTRICA LA COMPAÑÍA SPA
1680,PMGD PFV RINCONADA,Solares,GR TAMARUGO SPA,OHiggins,Rengo,CE01G0574,GR TAMARUGO SPA
1681,PMGD PFV LO MIRANDA,Solares,PFV DOÑIHUE SPA,OHiggins,Doñihue,CE01G1014,SPV P4 SPA
1682,PE LA ESTRELLA,Eólicas,EÓLICA LA ESTRELLA SPA,OHiggins,Litueche,CE01G0576,OPDENERGY GENERACIÓN SPA
1683,PMGD PFV KONDA,Solares,KONDA SOLAR SPA,Valparaíso,San Felipe,CE01G0578,KONDA SOLAR SPA
1684,PMGD PFV LOS PALTOS,Solares,PARQUE SOLAR LOS PALTOS SPA,Valparaíso,Cabildo,CE01G0579,CARBON FREE CHILE SPA
1685,PE CALAMA,Eólicas,ENGIE ENERGÍA CHILE S.A.,Antofagasta,Calama,CE12G0216,ENGIE ENERGÍA CHILE S.A.
1687,PMGD PFV LAS ROJAS,Solares,MARQUESA SOLAR SPA,Coquimbo,La Serena,CE02G0606,SONNEDIX LA SERENA SPA
1688,PFV LA HUELLA,Solares,AUSTRIANSOLAR CHILE SEIS SPA,Coquimbo,La Higuera,CE01G0577,AUSTRIANSOLAR CHILE SEIS SPA
1689,PMGD PFV GUADALAO,Solares,FOTOVOLTAICA MAÑIO SPA,OHiggins,La Estrella,CE01G0582,FOTOVOLTAICA MAÑIO SPA
1690,PE ALENA,Eólicas,AR ALENA SPA,Biobío,Los Angeles,CE01G0580,CÓNDOR ENERGÍA SPA
1691,PE TCHAMMA,Eólicas,AR TCHAMMA SPA,Antofagasta,Calama,CE01G0554,CÓNDOR ENERGÍA SPA
1694,PFV RIO ESCONDIDO,Solares,AR ESCONDIDO SPA,Atacama,Tierra Amarilla,CE01G0581,CÓNDOR ENERGÍA SPA
1696,PFV AZABACHE,Solares,ENEL GREEN POWER CHILE S.A.,Antofagasta,Calama,CE36G0292,ENEL GREEN POWER CHILE S.A.
1697,HP AILLIN,Hidroeléctricas,HIDROELÉCTRICA LAS JUNTAS S.A.,Biobío,Santa Bárbara,CE01G0583,HIDROELÉCTRICA LAS JUNTAS S.A.
1698,PMGD PFV PARAGUAY,Solares,PFV LA MOLINA SPA,Maule,Molina,CE03G1013,SPV P4 SPA
1704,PFV CAMPOS DEL SOL,Solares,ENEL GREEN POWER CHILE S.A.,Atacama,Copiapó,CE27G0292,ENEL GREEN POWER CHILE S.A.
1705,PFV CAPRICORNIO,Solares,ENGIE ENERGÍA CHILE S.A.,Antofagasta,Antofagasta,CE15G0216,ENGIE ENERGÍA CHILE S.A.
1706,PE MALLECO SUR,Eólicas,WPD MALLECO SPA,Araucanía,Collipulli,CE01G0584,WPD MALLECO SPA
1707,PE MALLECO NORTE,Eólicas,WPD MALLECO SPA,Araucanía,Collipulli,CE02G0584,WPD MALLECO SPA
1708,PMGD PFV RAUQUEN,Solares,GR PALMA SPA,Maule,Romeral,CE01G0585,CARBON FREE CHILE SPA
1709,PMGD PFV LA ESTANCIA,Solares,GR MELI SPA,Metropolitana,Alhue,CE01G0586,CARBON FREE CHILE SPA
1710,PMGD PFV LAS CHACRAS,Solares,LAS CHACRAS ENERGY SPA,Valparaíso,La Ligua,CE01G0587,LAS CHACRAS ENERGY SPA
1711,PMGD PFV CHACABUCO,Solares,CHUNGUNGO SOLAR SPA,Valparaíso,Rinconada,CE02G0600,CHUNGUNGO SOLAR SPA
1712,PE CERRO TIGRE,Eólicas,AR CERRO TIGRE SPA,Antofagasta,Antofagasta,CE01G0560,CÓNDOR ENERGÍA SPA
1713,PMGD PFV VILLA CRUZ,Solares,VILLA CRUZ SPA,Maule,San Javier,CE01G0589,CARBON FREE CHILE SPA
1714,PFV MALGARIDA,Solares,ACCIONA ENERGÍA CHILE HOLDINGS S.A.,Atacama,Diego de Almagro,CE05G0265,ACCIONA ENERGÍA CHILE HOLDINGS S.A.
1718,PMGD PFV PULLALLI SOLAR,Solares,FOTOVOLTAICA LA LIGUA SPA,Valparaíso,La Ligua,CE01G0591,FOTOVOLTAICA LA LIGUA SPA
1719,PMGD PFV MARIA PINTO,Solares,PFV MARÍA PINTO SPA,Metropolitana,Maria Pinto,CE01G0592,PFV MARÍA PINTO SPA
1720,PMGD PFV TRICA-DOS,Solares,TRICAHUE SPA,Maule,Yerbas Buenas,CE01G0593,TRICAHUE SPA
1721,PMGD PFV LLANOS DE POTROSO,Solares,LLANOS DE POTROSO SPA,Coquimbo,La Serena,CE04G0605,SONNEDIX LA SERENA SPA
1722,PMGD HP COSAPILLA,Hidroeléctricas,ENGIE ENERGÍA CHILE S.A.,Arica y Parinacota,Putre,CE16G0216,ENGIE ENERGÍA CHILE S.A.
1723,PMGD PFV CATEMU,Solares,PARQUE SOLAR CATEMU SPA,Valparaíso,Catemu,CE01G0594,PARQUE SOLAR CATEMU SPA
1724,PMGD PFV EL CHUCAO,Solares,PFV EL CHUCAO SPA,Maule,Retiro,CE01G0595,PFV EL CHUCAO SPA
1725,PMGD PFV JAHUEL,Solares,CHESTER SOLAR I SPA,Valparaíso,Santa Maria,CE01G0596,CHESTER SOLAR I SPA
1726,PMGD PFV DARLIN SOLAR,Solares,PMGD DARLIN SPA,Metropolitana,Isla de Maipo,CE01G0597,TRALKA SPA
1727,PMGD PFV UTFSM VALPARAISO VALDES,Solares,MGM INNOVA CAPITAL CHILE SPA,Valparaíso,Valparaíso,CE01G0599,MGM INNOVA CAPITAL CHILE SPA
1728,PMGD PFV UTFSM VIÑA DEL MAR,Solares,MGM INNOVA CAPITAL CHILE SPA,Valparaíso,Viña del Mar,CE02G0599,MGM INNOVA CAPITAL CHILE SPA
1729,PMGD PFV COVADONGA,Solares,CHUNGUNGO SOLAR SPA,Atacama,Chañaral,CE01G0600,CHUNGUNGO SOLAR SPA
1730,PMGD PFV GIRASOLES,Solares,LOS GIRASOLES SPA,Metropolitana,Curacavi,CE10G0752,TRALKA SPA
1731,PMGD PFV ANTONIA SOLAR,Solares,FOTOVOLTAICA DELTA SPA,OHiggins,Rengo,CE01G0604,CARBON FREE CHILE SPA
1732,PMGD PFV PARQUE SOLAR SANTA FE,Solares,PARQUE SOLAR SANTA FE SPA,Maule,San Javier,CE01G0603,CARBON FREE CHILE SPA
1733,PMGD PFV ÑIQUEN,Solares,MAITÉN SPA,Ñuble,Ñiquén,CE01G0602,MAITÉN SPA
1734,PMGD PFV DON MARIANO,Solares,DON MARIANO ENERGY SPA,OHiggins,San Fernando,CE01G0601,DON MARIANO ENERGY SPA
1735,PMGD PFV VILLA ALEGRE,Solares,PARQUE SOLAR VILLA ALEGRE SPA,Maule,Villa Alegre,CE01G0609,CARBON FREE CHILE SPA
1736,PMGD PFV QUELTEHUE SOLAR,Solares,FOTOVOLTAICA EL MANZANAR SPA,OHiggins,Rengo,CE01G0610,CARBON FREE CHILE SPA
1737,PMGD PFV PITOTOY,Solares,FOTOVOLTAICA EL ALERCE SPA,OHiggins,Rengo,CE01G0611,CARBON FREE CHILE SPA
1738,PMGD PFV GR LEMU,Solares,GR ALERCE SPA,Maule,San Javier,CE01G0614,CARBON FREE CHILE SPA
1739,PMGD PFV LA CHIMBA BIS,Solares,LA CHIMBA BIS SPA,Coquimbo,Ovalle,CE01G0613,LA CHIMBA BIS SPA
1740,PFV SOL DEL DESIERTO,Solares,PARQUE SOLAR FOTOVOLTAICO SOL DEL DESIERTO SPA,Antofagasta,María Elena,CE01G0590,PARQUE SOLAR FOTOVOLTAICO SOL DEL DESIERTO SPA
1741,PFV LA CRUZ SOLAR,Solares,FOTOVOLTAICA NORTE GRANDE 1 SPA,Antofagasta,María Elena,CE01G0615,FOTOVOLTAICA NORTE GRANDE 5 SPA
1742,PFV SOL DE LILA,Solares,ENEL GREEN POWER CHILE S.A.,Antofagasta,Antofagasta,CE28G0292,ENEL GREEN POWER CHILE S.A.
1743,PMGD TER AROMOS,Termoeléctricas,ALTO CAUTÍN SPA,Araucanía,Los Sauces,CE01G0617,ALTO CAUTÍN SPA
1744,PMGD PFV EL RESPLANDOR,Solares,IMPULSO SOLAR EL RESPLANDOR SPA,Biobío,Cabrero,CE01G0616,IMPULSO SOLAR EL RESPLANDOR SPA
1745,PMGD PFV SANTA AMELIA,Solares,BETEL SPA,OHiggins,Pichidegua,CE01G0618,BETEL SPA
1746,PMGD TER BOLDOS,Termoeléctricas,ALTO CAUTÍN SPA,Biobío,Mulchén,CE02G0617,ALTO CAUTÍN SPA
1747,PMGD PFV EL LITRE SOLAR,Solares,DIANA SOLAR SPA,Metropolitana,Tiltil,CE01G1012,TRALKA SPA
1748,PMGD PFV SOL DE SEPTIEMBRE,Solares,SOL DE SEPTIEMBRE SPA,Metropolitana,Lampa,CE01G0619,NEXTPOWER III CHILE HOLDCO II SPA
1749,PMGD PFV TREBAL SOLAR,Solares,EL ROBLE SOLAR SPA,Metropolitana,Maipu,CE01G0621,LINXERGY SPA
1750,PMGD PFV GRANADA,Solares,GRANADA SPA,Maule,Linares,CE01G0623,GRANADA SPA
1751,PMGD PFV  ARGOMEDO,Solares,GR GUINDO SPA,OHiggins,Quinta de Tilcoco,CE01G0622,GR GUINDO SPA
1753,PE RENAICO II,Eólicas,ENEL GREEN POWER CHILE S.A.,Araucanía,Renaico,CE06G0292,ENEL GREEN POWER CHILE S.A.
1754,PMGD PFV COCHARCAS,Solares,FOTOVOLTAICA ALFA SPA,Ñuble,San Nicolás,CE01G0625,FOTOVOLTAICA ALFA SPA
1755,PMGD PFV VICTORIA,Solares,SONNEDIX VICTORIA SOLAR SPA,Antofagasta,Calama,CE01G0624,SONNEDIX CHILE INVERSIONES 3 SPA
1756,PFV SOL DE LOS ANDES,Solares,SOL DE LOS ANDES SPA,Atacama,Diego de Almagro,CE01G0626,OPDENERGY GENERACIÓN SPA
1757,PE LOS OLMOS,Eólicas,ENERGÍA EÓLICA LOS OLMOS SPA,Biobío,Mulchén,CE01G0628,ENERGÍA EÓLICA LOS OLMOS SPA
1758,PE MESAMAVIDA,Eólicas,ENERGÍA EÓLICA MESAMÁVIDA SPA,Biobío,Los Angeles,CE15G0689,ENERGÍA EÓLICA MESAMÁVIDA SPA
1759,PMGD PFV PLAYERO,Solares,PLAYERO SPA,Maule,Chanco,CE01G0629,PLAYERO SPA
1760,PMGD TER DEUCO,Termoeléctricas,RESPALDO Y POTENCIA SPA,Metropolitana,Tiltil,CE04G1041,BESS DEL DESIERTO SPA
1761,PMGD PFV SAN RAMIRO,Solares,PELEQUÉN SUR SPA,Metropolitana,San Pedro,CE01G0630,PELEQUÉN SUR SPA
1762,PMGD PFV FILOMENA SOLAR,Solares,PARINI DE VERANO SPA,Valparaíso,Santa Maria,CE01G0631,TRALKA SPA
1763,PMGD PFV PUENTE SOLAR,Solares,PMGD PUENTE SPA,Metropolitana,Padre Hurtado,CE01G0632,PMGD PUENTE SPA
1764,PMGD PFV PEPA SOLAR,Solares,PMGD PEPA SPA,Metropolitana,Isla de Maipo,CE01G0633,TRALKA SPA
1765,PMGD PFV EL GUANACO SOLAR,Solares,INCAHUASI ENERGY SPA,Metropolitana,Padre Hurtado,CE01G0634,INCAHUASI ENERGY SPA
1766,PMGD PFV CIPRES,Solares,CIPRÉS SPA,Maule,Linares,CE01G0635,CIPRÉS SPA
1767,PMGD TER EL FARO,Termoeléctricas,SCL III SPA,Coquimbo,Los Vilos,CE01G0742,SCL III SPA
1768,PFV DE LOS ANDES,Solares,FOTOVOLTAICA DE LOS ANDES SPA,Antofagasta,Antofagasta,CE01G0637,FOTOVOLTAICA DE LOS ANDES SPA
1769,PMGD PFV LAS TORCAZAS,Solares,PFV LAS TORCAZAS SPA,OHiggins,Marchihue,CE01G0639,PFV LAS TORCAZAS SPA
1770,PFV SOL DEL NORTE,Solares,FOTOVOLTAICA SOL DEL NORTE SPA,Antofagasta,Antofagasta,CE01G0780,FOTOVOLTAICA SOL DEL NORTE SPA
1771,PFV DEL DESIERTO,Solares,FOTOVOLTAICA DEL DESIERTO SPA,Antofagasta,Antofagasta,CE01G0640,FOTOVOLTAICA DEL DESIERTO SPA
1772,PMGD TER PRP LOS NEGROS,Termoeléctricas,LLONQUÉN ENERGÍAS SPA,Los Lagos,Osorno,CE01G0641,ENERGY PARTNERS SPA
1773,PMGD TER PRP CAMPESINA (EX ALDEA),Termoeléctricas,LLONQUÉN ENERGÍAS SPA,Los Ríos,La Unión,CE02G0641,ENERGY PARTNERS SPA
1774,PMGD PFV LOS TILOS,Solares,PARQUE FOTOVOLTAICO OCOA II SPA,Valparaíso,Hijuelas,CE01G0642,PARQUE FOTOVOLTAICO OCOA II SPA
1775,PMGD PFV LAS TORTOLAS,Solares,PFV LAS TORTOLAS SPA,Ñuble,Bulnes,CE02G0755,PFV LAS TORTOLAS SPA
1776,PMGD TER BLUEGATE,Termoeléctricas,BLUEGATE ENERGÍA SPA,Los Lagos,Puerto Montt,CE01G0643,BLUEGATE ENERGÍA SPA
1777,PMGD TER PRP TAMBORES,Termoeléctricas,LLONQUÉN ENERGÍAS SPA,Los Ríos,Río Bueno,CE04G0641,ENERGY PARTNERS SPA
1778,PMGD TER PRP CHIFIN,Termoeléctricas,LLONQUÉN ENERGÍAS SPA,Los Lagos,Río Negro,CE03G0641,ENERGY PARTNERS SPA
1779,PMGD HP CENTRAL HIDROELECTRICA CHILCO,Hidroeléctricas,GANADERA Y FORESTAL CARRAN LIMITADA,Los Ríos,Lago Ranco,CE02G0644,SONNEDIX ENERGY CHILE SPA
1781,PMGD PFV LAS TENCAS,Solares,PFV LAS TENCAS SPA,OHiggins,San Vicente de Tagua Tagua,CE01G0645,PFV LAS TENCAS SPA
1782,PMGD PFV PARQUE SOLAR BICENTENARIO,Solares,FOTOVOLTAICA SOLAR LAUREL SPA,Maule,Parral,CE01G0646,FOTOVOLTAICA SOLAR LAUREL SPA
1783,PMGD PFV  COCINILLAS,Solares,AGROSOLAR IV SPA,Coquimbo,Illapel,CE02G0648,AGROSOLAR IV SPA
1784,PMGD PFV CANELILLO,Solares,AGROSOLAR V SPA,Coquimbo,Illapel,CE01G0647,AGROSOLAR V SPA
1785,PMGD TER PRP RAPACO,Termoeléctricas,LLONQUÉN ENERGÍAS SPA,Los Ríos,La Unión,CE07G0641,ENERGY PARTNERS SPA
1786,PMGD PFV CAIMI,Solares,SOLCOR SPA,Valparaíso,Casablanca,CE01G0708,FARO CORONA SPA
1787,PMGD PFV QUILLAY,Solares,QUILLAY SOLAR SPA,Metropolitana,Melipilla,CE01G0258,QUILLAY SOLAR SPA
1788,PMGD PFV  SANTA CAROLINA,Solares,GR ROBLE SPA,OHiggins,Chimbarongo,CE01G0650,CARBON FREE CHILE SPA
1789,PMGD HP CENTRAL EL ATAJO,Hidroeléctricas,CENTRAL EL ATAJO SPA,Biobío,Mulchén,CE01G0649,CI GMF II ARENA PROJECTCO SPA
1791,PMGD PFV CANDELARIA SOLAR,Solares,CANDELARIA SOLAR SPA,OHiggins,Mostazal,CE01G0654,CANDELARIA SOLAR SPA
1792,HP CORRALES,Hidroeléctricas,HIDROELÉCTRICA LOS CORRALES SPA,OHiggins,San Fernando,CE01G0655,HIDROELÉCTRICA LOS CORRALES SPA
1793,PE CKHURI,Eólicas,HUEMUL ENERGÍA SPA,Antofagasta,Calama,CE01G0676,HUEMUL ENERGÍA SPA
1794,PFV DOMEYKO,Solares,ARCADIA GENERACIÓN SOLAR S.A.,Antofagasta,Antofagasta,CE03G0975,ARCADIA GENERACIÓN SOLAR S.A.
1796,PMGD PFV DON JORGE (EX PERALILLO),Solares,BETEL SPA,OHiggins,Peralillo,CE02G0618,BETEL SPA
1797,PMGD PFV PITRA,Solares,PITRA SPA,Valparaíso,Algarrobo,CE01G0658,PITRA SPA
1798,PMGD PFV PARQUE SOLAR SAN JAVIER,Solares,PARQUE SOLAR EL PASO SPA,Maule,San Javier,CE01G0656,CARBON FREE CHILE SPA
1799,PMGD PFV EL ROMERAL,Solares,GR ULMO SPA,OHiggins,Chimbarongo,CE01G0657,CARBON FREE CHILE SPA
1800,PE LOMAS DE DUQUECO,Eólicas,WPD DUQUECO SPA,Biobío,Los Angeles,CE01G0659,WPD DUQUECO SPA
1801,PMGD PFV PLAYERITO,Solares,PLAYERO SPA,Maule,Chanco,CE02G0629,PLAYERO SPA
1802,PMGD PFV GR RAULI,Solares,GR RAULÍ SPA,Maule,Molina,CE01G0660,CARBON FREE CHILE SPA
1803,PMGD PFV SANTA INES SOLAR,Solares,CVE PROYECTO SEIS SPA,Metropolitana,Tiltil,CE01G0661,CVE PROYECTO SEIS SPA
1804,HP MC3,Hidroeléctricas,HIDROENERSUR SPA,Los Lagos,Puerto Octay,CE05G0476,HIDROENERSUR SPA
1805,PMGD PFV PARQUE SOLAR MECO CHILLAN,Solares,PARQUE SOLAR MECO CHILLAN SPA,Ñuble,Bulnes,CE01G0662,PARQUE SOLAR MECO CHILLAN SPA
1806,PMGD PFV QUINANTU SOLAR,Solares,TALTAL SOLAR S.A.,Maule,Talca,CE01G0663,TALTAL SOLAR S.A.
1807,PMGD PFV MERCURIO SUR,Solares,LOS LIBERTADORES SOLAR SPA,Maule,Colbún,CE01G0664,LOS LIBERTADORES SOLAR SPA
1808,PMGD PFV SATURNO NORTE,Solares,LOS LIBERTADORES SOLAR SPA,Maule,Colbún,CE02G0664,LOS LIBERTADORES SOLAR SPA
1809,PFV VALLE ESCONDIDO,Solares,AR VALLE ESCONDIDO SPA,Atacama,Tierra Amarilla,CE01G0666,HUEMUL ENERGÍA SPA
1810,PFV PAMPA TIGRE,Solares,AR PAMPA SPA,Antofagasta,Antofagasta,CE01G0665,HUEMUL ENERGÍA SPA
1811,PMGD PFV MALINKE,Solares,MALINKE SOLAR SPA,Metropolitana,Melipilla,CE01G0667,SPV P4 SPA
1812,PMGD TER DON PEDRO,Termoeléctricas,RESPALDO Y POTENCIA SPA,Biobío,San Pedro de la Paz,CE05G1041,GM ENERGY SPA
1814,PMGD PFV DON ANDRONICO,Solares,PARQUE SOLAR CANCHA SPA,Metropolitana,San Pedro,CE01G0668,PARQUE SOLAR CANCHA SPA
1815,PE PUELCHE SUR,Eólicas,AR PUELCHE SUR SPA,Los Lagos,Frutillar,CE01G0627,HUEMUL ENERGÍA SPA
1816,PMGD PFV EL SALITRAL,Solares,PSF EL SALITRAL S.A.,Coquimbo,Combarbalá,CE01G0669,PSF EL SALITRAL S.A.
1817,PMGD PFV PAINE,Solares,SONNEDIX PAINE ENERGY SPA,Antofagasta,Calama,CE01G0670,SONNEDIX CHILE INVERSIONES 3 SPA
1818,PMGD PFV PARQUE SOLAR OVALLE NORTE,Solares,PARQUE SOLAR OVALLE NORTE SPA,Coquimbo,Ovalle,CE01G0671,PARQUE SOLAR OVALLE NORTE SPA
1819,PE LLANOS DEL  VIENTO,Eólicas,AR LLANOS DEL VIENTO SPA,Antofagasta,Antofagasta,CE01G0653,HUEMUL ENERGÍA SPA
1820,PMGD PFV TRINIDAD,Solares,SPV P4 SPA,OHiggins,Marchihue,CE05G0575,SPV P4 SPA
1821,PMGD TER ETERSOL,Termoeléctricas,ENERGÍA MORRO GUAYACÁN SPA,Metropolitana,Quilicura,CE01G0672,ENERGÍA MORRO GUAYACÁN SPA
1822,PMGD TER CHILLAN,Termoeléctricas,ESPINOS S.A.,Ñuble,Chillán Viejo,CE09G0042,ESPINOS S.A.
1824,PMGD PFV PARQUE SOLAR LA MURALLA,Solares,PARQUE SOLAR LA MURALLA SPA,OHiggins,San Vicente de Tagua Tagua,CE01G0675,PARQUE SOLAR LA MURALLA SPA
1825,PMGD PFV LUMBRERAS,Solares,BETEL SPA,Metropolitana,Melipilla,CE03G0618,BETEL SPA
1826,PFV TAMAYA SOLAR,Solares,ENGIE ENERGÍA CHILE S.A.,Antofagasta,Tocopilla,CE17G0216,ENGIE ENERGÍA CHILE S.A.
1827,PMGD PFV LINGUE,Solares,LINGUE SPA,Valparaíso,Casablanca,CE01G0677,LINGUE SPA
1828,PMGD PFV EL PIUQUEN,Solares,PFV EL PIUQUEN SPA,Ñuble,Bulnes,CE01G0678,PFV EL PIUQUEN SPA
1829,PMGD PFV LA FORESTA,Solares,SOCIEDAD DE ENERGÍAS RENOVABLES LOS LIRIOS SPA,Maule,Hualañé,CE01G0679,SOCIEDAD DE ENERGÍAS RENOVABLES LOS LIRIOS SPA
1830,PMGD TER ELECTRICA PINARES LIMITADA,Termoeléctricas,ELÉCTRICA PINARES LIMITADA,Maule,Constitución,CE01G0680,ELÉCTRICA PINARES LIMITADA
1831,PMGD PFV LAS MAJADAS,Solares,SONNEDIX DON PEDRO SPA,Coquimbo,Monte Patria,CE01G0681,SONNEDIX CHILE INVERSIONES 3 SPA
1832,PMGD PFV VENTURADA,Solares,VENTURADA ENERGÍA SPA,Ñuble,Chillán Viejo,CE01G0682,CARBON FREE CHILE SPA
1833,PMGD PFV VILLA SOLAR,Solares,VILLAPRAT SPA,Maule,Sagrada Familia,CE01G0683,VILLAPRAT SPA
1834,PMGD PFV PARQUE ROMERIA,Solares,PARQUE SOLAR EL SAUCE SPA,Maule,Romeral,CE01G0684,PARQUE SOLAR EL SAUCE SPA
1835,PMGD PFV PARQUE SOLAR MEMBRILLO,Solares,FOTOVOLTAICA AVELLANO SPA,OHiggins,Chimbarongo,CE01G0685,FOTOVOLTAICA AVELLANO SPA
1836,PMGD PFV BERRUECO,Solares,BERRUECO ENERGÍA SPA,Ñuble,Chillán Viejo,CE01G0686,CARBON FREE CHILE SPA
1837,PMGD PFV TAMARUGO,Solares,BAOBAB ENERGÍAS RENOVABLES SPA,Tarapacá,Pozo Almonte,CE01G0687,LOS LAGOS SPA
1838,PMGD PFV CASABERMEJA,Solares,CASA BERMEJA SPA,Metropolitana,Curacavi,CE01G0688,CARBON FREE CHILE SPA
1839,PFV VALLE DEL SOL,Solares,ENEL GREEN POWER CHILE S.A.,Antofagasta,María Elena,CE29G0292,ENEL GREEN POWER CHILE S.A.
1840,PMGD TER CENTRAL QUITRALMAN,Termoeléctricas,CENTRAL EL ATAJO SPA,Biobío,Mulchén,CE02G0649,CINERGIA CHILE SPA
1841,PFV WILLKA,Solares,INVERSIONES FOTOVOLTAICAS SPA,Arica y Parinacota,Arica,CE01G0690,INVERSIONES FOTOVOLTAICAS SPA
1842,PMGD PFV SAN CAMILO,Solares,ENEL GREEN POWER CHILE S.A.,Maule,Molina,CE19G0292,ENEL GREEN POWER CHILE S.A.
1843,PMGD PFV DADINCO,Solares,ENEL GREEN POWER CHILE S.A.,Ñuble,San Nicolás,CE20G0292,ENEL GREEN POWER CHILE S.A.
1844,TER ARAUCO MAPA,Termoeléctricas,CELULOSA ARAUCO Y CONSTITUCIÓN S.A.,Biobío,Arauco,CE08L0089,ARAUCO BIOENERGÍA SPA
1845,PE CAMPO LINDO,Eólicas,PARQUE EÓLICO CAMPO LINDO SPA,Biobío,Los Angeles,CE01G0693,PARQUE EÓLICO CAMPO LINDO SPA
1846,PMGD PFV KAUFMANN,Solares,AES ANDES S.A.,Metropolitana,Lampa,CE15G0010,AES ANDES S.A.
